Unit,Unit Type,SqFt,Renewal/Trade Out ,Lease Start Dates,Market Rent at Lease Execution,Prior Rent LER,New LER,Prior Rent LER SqFt,$/mo,Renewed LER SqFt,$ psf/mo,
1314,B2HC0E71,1201,New,7/18/2022,"$2,467.00","$2,020.83","$2,016.92", $1.68 , $(3.91), $1.68 , $(0.00),
1402,B2AC0E71,1041,Renewal,7/19/2022,"$2,091.00","$1,912.00","$1,969.00", $1.84 , $57.00 , $1.89 , $0.05 ,
2316,A1BC0E71,746,New,7/19/2022,"$1,780.00","$1,440.00","$1,440.00", $1.93 , $-   , $1.93 , $-   ,
2109,A1BC0E71,746,New,7/19/2022,"$1,845.00","$1,500.00","$1,500.00", $2.01 , $-   , $2.01 , $-   ,
1106,A1CC0E71,815,Renewal,7/20/2022,"$1,792.00","$1,670.00","$1,804.00", $2.05 , $134.00 , $2.21 , $0.16 ,
1424,B2IC0E71,1207,Renewal,7/21/2022,"$2,322.00","$2,100.00","$2,163.00", $1.74 , $63.00 , $1.79 , $0.05 ,
1208,B2BC0E71,1087,New,7/21/2022,"$2,167.00","$1,960.00","$1,980.00", $1.80 , $20.00 , $1.82 , $0.02 ,
2325,B2AC0E71,1041,New,7/23/2022,"$2,091.00","$1,782.92","$1,782.92", $1.71 , $(0.00), $1.71 , $(0.00),
2218,B2EC0E71,1132,New,7/23/2022,"$2,202.00","$1,836.92","$1,836.92", $1.62 , $0.00 , $1.62 , $0.00 ,
1221,A1FC0E71,870,New,7/25/2022,"$1,934.00","$1,620.00","$1,892.00", $1.86 , $272.00 , $2.17 , $0.31 ,
1109,A1BC0E71,746,New,7/26/2022,"$1,780.00","$1,500.00","$1,511.58", $2.01 , $11.58 , $2.03 , $0.02 ,
1326,B2AC0E71,1041,New,7/26/2022,"$2,091.00","$1,778.25","$1,778.25", $1.71 , $-   , $1.71 , $-   ,
1125,B2AC0E71,1041,New,7/26/2022,"$2,131.00","$2,087.00","$1,827.69", $2.00 , $(259.31), $1.76 , $(0.25),
2302,B2AC0E71,1041,New,7/27/2022,"$2,091.00","$1,778.33","$1,778.33", $1.71 , $0.00 , $1.71 , $0.00 ,
2402,B2AC0E71,1041,New,7/28/2022,"$2,121.00","$1,828.75","$1,828.75", $1.76 , $-   , $1.76 , $-   ,
2322,A1BC0E71,746,New,7/29/2022,"$1,780.00","$1,560.00","$1,560.00", $2.09 , $-   , $2.09 , $-   ,
1306,A1FC0E71,870,Renewal,7/29/2022,"$1,894.00","$1,600.00","$1,648.00", $1.84 , $48.00 , $1.89 , $0.06 ,
1403,A1BC0E71,746,Renewal,8/1/2022,"$1,780.00","$1,450.00","$1,523.00", $1.94 , $73.00 , $2.04 , $0.10 ,
1121,A1FC0E71,870,New,8/1/2022,"$1,934.00","$1,680.00","$1,680.00", $1.93 , $-   , $1.93 , $-   ,
2105,A1BC0E71,746,New,8/1/2022,"$1,845.00","$1,540.00","$1,540.00", $2.06 , $-   , $2.06 , $-   ,
2423,A1FC0E71,870,New,8/2/2022,"$1,894.00","$1,513.85","$1,513.85", $1.74 , $(0.00), $1.74 , $(0.00),
1414,B2HC0E71,1201,Renewal,8/3/2022,"$2,417.00","$2,125.00","$2,189.00", $1.77 , $64.00 , $1.82 , $0.05 ,
1204,B2IC0E71,1207,Renewal,8/3/2022,"$2,302.00","$2,115.00","$2,178.00", $1.75 , $63.00 , $1.80 , $0.05 ,
1203,A1BC0E71,746,New,8/4/2022,"$1,780.00","$1,450.00","$1,590.00", $1.94 , $140.00 , $2.13 , $0.19 ,
1416,B2HC0E71,1201,New,8/8/2022,"$2,467.00","$2,180.00","$1,920.00", $1.82 , $(260.00), $1.60 , $(0.22),
1406,A1FC0E71,870,New,8/8/2022,"$1,894.00","$1,600.00","$1,513.85", $1.84 , $(86.15), $1.74 , $(0.10),
1323,B2BC0E71,1087,New,8/12/2022,"$2,207.00","$1,965.00","$1,984.58", $1.81 , $19.58 , $1.83 , $0.02 ,
1321,A1FC0E71,870,New,8/12/2022,"$1,884.00","$1,489.23","$1,630.00", $1.71 , $140.77 , $1.87 , $0.16 ,
1516,B2HC0E71,1201,Renewal,8/15/2022,"$2,417.00","$2,065.00","$2,127.00", $1.72 , $62.00 , $1.77 , $0.05 ,
1421,A1FC0E71,870,Renewal,8/16/2022,"$1,884.00","$1,760.00","$1,813.00", $2.02 , $53.00 , $2.08 , $0.06 ,
1521,A1FC0E71,870,Renewal,8/16/2022,"$1,884.00","$1,645.00","$1,694.00", $1.89 , $49.00 , $1.95 , $0.06 ,
1307,A1AC0E71,732,New,8/17/2022,"$1,842.00","$1,460.00","$1,560.00", $1.99 , $100.00 , $2.13 , $0.14 ,
2525,B2AC0E71,1041,New,8/17/2022,"$2,091.00","$1,878.25","$1,878.25", $1.80 , $-   , $1.80 , $-   ,
1313,B2FC0E71,1137,Renewal,8/18/2022,"$2,197.00","$1,837.50","$2,271.00", $1.62 , $433.50 , $2.00 , $0.38 ,
1522,B2DC0E71,1109,Renewal,8/19/2022,"$2,247.00","$2,080.00","$2,142.00", $1.88 , $62.00 , $1.93 , $0.06 ,
1316,B2HC0E71,1201,New,8/19/2022,"$2,467.00","$2,275.00","$2,215.00", $1.89 , $(60.00), $1.84 , $(0.05),
1223,B2BC0E71,1087,Renewal,8/23/2022,"$2,157.00","$1,912.00","$1,969.00", $1.76 , $57.00 , $1.81 , $0.05 ,
2103,A1BC0E71,746,New,8/25/2022,"$1,845.00","$1,625.00","$1,625.00", $2.18 , $-   , $2.18 , $-   ,
1225,B2AC0E71,1041,Renewal,8/25/2022,"$2,081.00","$1,952.00","$2,011.00", $1.88 , $59.00 , $1.93 , $0.06 ,
1524,B2IC0E71,1207,New,8/26/2022,"$2,372.00","$2,100.00","$1,925.00", $1.74 , $(175.00), $1.59 , $(0.14),
1309,A1BC0E71,746,New,8/26/2022,"$1,780.00","$1,525.00","$1,605.33", $2.04 , $80.33 , $2.15 , $0.11 ,
2507,A1AC0E71,732,New,8/26/2022,"$1,842.00","$1,291.54","$1,466.67", $1.76 , $175.13 , $2.00 , $0.24 ,
1123,B2BC0E71,1087,New,8/29/2022,"$2,157.00","$2,025.00","$2,000.00", $1.86 , $(25.00), $1.84 , $(0.02),
2516,A1BC0E71,746,New,8/30/2022,"$1,760.00","$1,336.92","$1,585.00", $1.79 , $248.08 , $2.12 , $0.33 ,
2222,A1BC0E71,746,New,8/31/2022,"$1,780.00","$1,560.00","$1,560.00", $2.09 , $-   , $2.09 , $-   ,
1322,B2DC0E71,1109,New,8/31/2022,"$2,197.00","$1,950.00","$2,020.00", $1.76 , $70.00 , $1.82 , $0.06 ,
1108,B2BC0E71,1087,Renewal,8/31/2022,"$2,117.00","$1,985.00","$2,045.00", $1.83 , $60.00 , $1.88 , $0.06 ,
1412,B2HC0E71,1201,New,9/1/2022,"$2,417.00","$1,988.46","$2,076.00", $1.66 , $87.54 , $1.73 , $0.07 ,
2407,A1AC0E71,732,New,9/1/2022,"$1,842.00","$1,277.50","$1,730.00", $1.75 , $452.50 , $2.36 , $0.62 ,
1513,B2FC0E71,1137,New,9/1/2022,"$2,247.00","$2,020.00","$2,099.00", $1.78 , $79.00 , $1.85 , $0.07 ,
2201,B2AC0E71,1041,New,9/2/2022,"$2,091.00","$1,425.33","$2,125.00", $1.37 , $699.67 , $2.04 , $0.67 ,
1425,B2AC0E71,1041,New,9/7/2022,"$2,131.00","$1,912.00","$2,145.00", $1.84 , $233.00 , $2.06 , $0.22 ,
1526,B2AC0E71,1041,New,9/9/2022,"$2,091.00","$1,912.00","$2,095.00", $1.84 , $183.00 , $2.01 , $0.18 ,
1226,B2AC0E71,1041,Renewal,9/12/2022,"$2,041.00","$1,859.00","$2,241.00", $1.79 , $382.00 , $2.15 , $0.37 ,
2522,A1BC0E71,746,New,9/13/2022,"$1,780.00","$1,425.00","$1,457.50", $1.91 , $32.50 , $1.95 , $0.04 ,
2401,B2AC0E71,1041,New,9/14/2022,"$2,091.00","$1,990.00","$1,990.00", $1.91 , $-   , $1.91 , $-   ,
1525,B2AC0E71,1041,New,9/16/2022,"$2,111.00","$1,939.08","$2,050.00", $1.86 , $110.92 , $1.97 , $0.11 ,
1304,B2IC0E71,1207,Renewal,9/17/2022,"$2,302.00","$2,080.00","$2,160.00", $1.72 , $80.00 , $1.79 , $0.07 ,
1107,A1AC0E71,732,Renewal,9/19/2022,"$1,842.00","$1,460.00","$1,534.00", $1.99 , $74.00 , $2.10 , $0.10 ,
1409,A1BC0E71,746,Renewal,9/19/2022,"$1,780.00","$1,450.00","$1,523.00", $1.94 , $73.00 , $2.04 , $0.10 ,
1103,A1BC0E71,746,New,9/21/2022,"$1,780.00","$1,450.00","$1,685.00", $1.94 , $235.00 , $2.26 , $0.32 ,
1408,B2BC0E71,1087,Renewal,9/21/2022,"$2,117.00","$1,960.00","$2,057.00", $1.80 , $97.00 , $1.89 , $0.09 ,
1303,A1BC0E71,746,New,9/21/2022,"$1,780.00","$1,607.69","$1,610.00", $2.16 , $2.31 , $2.16 , $0.00 ,
1423,B2BC0E71,1087,New,9/22/2022,"$2,157.00","$1,965.00","$1,970.00", $1.81 , $5.00 , $1.81 , $0.00 ,
1417,A1GC0E71,1137,New,9/24/2022,"$2,007.00","$1,675.00","$1,895.00", $1.47 , $220.00 , $1.67 , $0.19 ,
1311,A1BC0E71,746,Renewal,9/25/2022,"$1,730.00","$1,450.00","$1,523.00", $1.94 , $73.00 , $2.04 , $0.10 ,
1005,A1BC0E71,746,New,9/26/2022,"$1,730.00","$1,525.00","$1,565.00", $2.04 , $40.00 , $2.10 , $0.05 ,
2207,A1AC0E71,732,New,9/26/2022,"$1,842.00","$1,235.38","$1,575.00", $1.69 , $339.62 , $2.15 , $0.46 ,
1518,B2JC0E71,1479,Renewal,9/28/2022,"$2,612.00","$2,285.00","$2,384.00", $1.54 , $99.00 , $1.61 , $0.07 ,
1207,A1AC0E71,732,New,9/29/2022,"$1,842.00","$1,410.00","$1,730.00", $1.93 , $320.00 , $2.36 , $0.44 ,
2208,B2BC0E71,1087,Renewal,10/1/2022,"$2,182.00","$1,791.35","$2,124.00", $1.65 , $332.65 , $1.95 , $0.31 ,
2204,B2BC0E71,1087,Renewal,10/1/2022,"$2,182.00","$1,713.46","$2,025.00", $1.58 , $311.54 , $1.86 , $0.29 ,
2513,B2CC0E71,1097,Renewal,10/1/2022,"$2,152.00","$1,720.23","$2,094.00", $1.57 , $373.77 , $1.91 , $0.34 ,
2411,B2IC0E71,1207,Renewal,10/1/2022,"$2,302.00","$1,749.23","$2,204.00", $1.45 , $454.77 , $1.83 , $0.38 ,
2504,B2BC0E71,1087,Renewal,10/1/2022,"$2,147.00","$1,662.69","$2,063.00", $1.53 , $400.31 , $1.90 , $0.37 ,
2315,A1DC0E71,834,Renewal,10/1/2022,"$1,782.00","$1,430.00","$1,724.00", $1.71 , $294.00 , $2.07 , $0.35 ,
2226,B2EC0E71,1132,Renewal,10/2/2022,"$2,152.00","$1,866.54","$2,152.00", $1.65 , $285.46 , $1.90 , $0.25 ,
2318,B2EC0E71,1132,Renewal,10/2/2022,"$2,152.00","$1,679.62","$2,090.00", $1.48 , $410.38 , $1.85 , $0.36 ,
1211,A1BC0E71,746,New,10/4/2022,"$1,780.00","$1,282.69","$1,825.00", $1.72 , $542.31 , $2.45 , $0.73 ,
2520,B2DC0E71,1109,Renewal,10/5/2022,"$2,227.00","$1,700.77","$2,150.00", $1.53 , $449.23 , $1.94 , $0.41 ,
2524,B2CC0E71,1097,New,10/7/2022,"$2,102.00","$1,743.08","$1,940.00", $1.59 , $196.92 , $1.77 , $0.18 ,
2224,B2CC0E71,1097,New,10/7/2022,"$2,102.00","$1,866.54","$2,015.00", $1.70 , $148.46 , $1.84 , $0.14 ,
1517,A1GC0E71,1137,New,10/7/2022,"$2,007.00","$1,675.00","$1,980.00", $1.47 , $305.00 , $1.74 , $0.27 ,
2506,B2CC0E71,1097,New,10/7/2022,"$2,182.00","$1,665.23","$2,070.00", $1.52 , $404.77 , $1.89 , $0.37 ,
2421,A1DC0E71,834,New,10/7/2022,"$1,782.00","$1,430.00","$1,640.00", $1.71 , $210.00 , $1.97 , $0.25 ,
2304,B2BC0E71,1087,Renewal,10/8/2022,"$2,117.00","$1,637.31","$1,993.00", $1.51 , $355.69 , $1.83 , $0.33 ,
2410,B2BC0E71,1087,Renewal,10/9/2022,"$2,147.00","$1,840.00","$2,122.00", $1.69 , $282.00 , $1.95 , $0.26 ,
2210,B2BC0E71,1087,Renewal,10/11/2022,"$2,182.00","$1,848.85","$2,025.40", $1.70 , $176.55 , $1.86 , $0.16 ,
2301,B2AC0E71,1041,New,10/11/2022,"$2,091.00","$2,045.00","$2,045.00", $1.96 , $-   , $1.96 , $-   ,
1515,A1CC0E71,815,New,10/14/2022,"$1,832.00","$1,500.00","$1,776.00", $1.84 , $276.00 , $2.18 , $0.34 ,
2404,B2BC0E71,1087,New,10/15/2022,"$2,197.00","$1,628.85","$2,065.00", $1.50 , $436.15 , $1.90 , $0.40 ,
1420,B2CC0E71,1097,New,10/15/2022,"$2,172.00","$2,056.73","$2,090.00", $1.87 , $33.27 , $1.91 , $0.03 ,
2215,A1DC0E71,834,Renewal,10/15/2022,"$1,782.00","$1,517.12","$1,749.00", $1.82 , $231.88 , $2.10 , $0.28 ,
2206,B2CC0E71,1097,New,10/18/2022,"$2,217.00","$1,798.08","$1,969.62", $1.64 , $171.54 , $1.80 , $0.16 ,
2326,B2EC0E71,1132,Renewal,10/19/2022,"$2,152.00","$1,947.69","$2,152.00", $1.72 , $204.31 , $1.90 , $0.18 ,
1415,A1CC0E71,815,New,10/20/2022,"$1,832.00","$1,555.00","$1,865.00", $1.91 , $310.00 , $2.29 , $0.38 ,
2413,B2CC0E71,1097,Renewal,10/20/2022,"$2,152.00","$1,901.54","$2,311.00", $1.73 , $409.46 , $2.11 , $0.37 ,
2511,B2IC0E71,1207,New,10/21/2022,"$2,352.00","$1,870.00","$2,105.00", $1.55 , $235.00 , $1.74 , $0.19 ,
1514,B2HC0E71,1201,New,10/21/2022,"$2,467.00","$2,100.96","$1,995.00", $1.75 , $(105.96), $1.66 , $(0.09),
2420,B2DC0E71,1109,New,10/21/2022,"$2,227.00","$1,806.54","$2,080.00", $1.63 , $273.46 , $1.88 , $0.25 ,
2213,B2CC0E71,1097,New,10/22/2022,"$2,152.00","$1,743.08","$2,005.00", $1.59 , $261.92 , $1.83 , $0.24 ,
2203,A1BC0E71,746,Renewal,10/24/2022,"$1,730.00","$1,614.42","$1,862.00", $2.16 , $247.58 , $2.50 , $0.33 ,
1305,A1BC0E71,746,New,10/25/2022,"$1,780.00","$1,684.62","$1,590.00", $2.26 , $(94.62), $2.13 , $(0.13),
1101,B2AC0E71,1041,New,10/27/2022,"$2,091.00","$1,972.00","$1,995.00", $1.89 , $23.00 , $1.92 , $0.02 ,
1203,A1BC0E71,746,New,10/28/2022,"$1,780.00","$1,590.00","$1,600.00", $2.13 , $10.00 , $2.14 , $0.01 ,
2225,B2AC0E71,1041,Renewal,10/29/2022,"$2,041.00","$1,877.15","$2,164.00", $1.80 , $286.85 , $2.08 , $0.28 ,
1520,B2GC0E71,1153,New,11/1/2022,"$2,392.00","$2,123.08","$2,100.00", $1.84 , $(23.08), $1.82 , $(0.02),
1009,A1BC0E71,746,New,11/2/2022,"$1,780.00","$1,525.00","$1,582.73", $2.04 , $57.73 , $2.12 , $0.08 ,
2418,B2EC0E71,1132,Renewal,11/4/2022,"$2,182.00","$1,937.31","$2,234.00", $1.71 , $296.69 , $1.97 , $0.26 ,
2221,A1DC0E71,834,New,11/4/2022,"$1,782.00","$1,600.67","$1,610.00", $1.92 , $9.33 , $1.93 , $0.01 ,
2505,A1BC0E71,746,Renewal,11/6/2022,"$1,730.00","$1,438.46","$1,734.00", $1.93 , $295.54 , $2.32 , $0.40 ,
1308,B2BC0E71,1087,Renewal,11/8/2022,"$2,117.00","$1,800.19","$2,096.00", $1.66 , $295.81 , $1.93 , $0.27 ,
2320,B2DC0E71,1109,New,11/10/2022,"$2,227.00","$1,844.42","$1,890.00", $1.66 , $45.58 , $1.70 , $0.04 ,
1413,B2FC0E71,1137,New,11/11/2022,"$2,247.00","$2,055.00","$2,185.00", $1.81 , $130.00 , $1.92 , $0.11 ,
2526,B2EC0E71,1132,New,11/12/2022,"$2,202.00","$1,800.19","$2,130.00", $1.59 , $329.81 , $1.88 , $0.29 ,
1411,A1BC0E71,746,New,11/14/2022,"$1,780.00","$1,256.67","$1,625.00", $1.68 , $368.33 , $2.18 , $0.49 ,
2509,A1BC0E71,746,Renewal,11/25/2022,"$1,730.00","$1,629.46","$1,862.00", $2.18 , $232.54 , $2.50 , $0.31 ,
2515,A1DC0E71,834,New,11/30/2022,"$1,832.00","$1,450.77","$1,745.00", $1.74 , $294.23 , $2.09 , $0.35 ,
1523,B2BC0E71,1087,New,11/30/2022,"$2,207.00","$1,965.00","$1,995.00", $1.81 , $30.00 , $1.84 , $0.03 ,
2503,A1BC0E71,746,Renewal,12/1/2022,"$1,730.00","$1,300.00","$1,733.00", $1.74 , $433.00 , $2.32 , $0.58 ,
2306,B2CC0E71,1097,Renewal,12/1/2022,"$2,102.00","$1,934.17","$2,152.00", $1.76 , $217.83 , $1.96 , $0.20 ,
2424,B2CC0E71,1097,New,12/1/2022,"$2,102.00","$1,866.54","$1,920.00", $1.70 , $53.46 , $1.75 , $0.05 ,
2311,B2IC0E71,1207,Renewal,12/2/2022,"$2,302.00","$1,876.33","$2,208.00", $1.55 , $331.67 , $1.83 , $0.27 ,
2415,A1DC0E71,834,Renewal,12/8/2022,"$1,782.00","$1,583.08","$1,749.00", $1.90 , $165.92 , $2.10 , $0.20 ,
1522,B2DC0E71,1109,New,12/15/2022,"$2,247.00","$2,142.00","$2,110.00", $1.93 , $(32.00), $1.90 , $(0.03),
2101,B2AC0E71,1041,New,12/16/2022,"$2,091.00","$2,250.00","$1,925.00", $2.16 , $(325.00), $1.85 , $(0.31),
1315,A1CC0E71,815,New,12/17/2022,"$1,832.00","$1,555.00","$1,665.00", $1.91 , $110.00 , $2.04 , $0.13 ,
2310,B2BC0E71,1087,New,12/20/2022,"$2,167.00","$1,835.58","$1,950.00", $1.69 , $114.42 , $1.79 , $0.11 ,
1302,B2AC0E71,1041,Renewal,12/20/2022,"$2,041.00","$2,088.46","$2,470.00", $2.01 , $381.54 , $2.37 , $0.37 ,
1422,B2DC0E71,1109,Renewal,12/20/2022,"$2,197.00","$2,080.00","$2,264.00", $1.88 , $184.00 , $2.04 , $0.17 ,
1426,B2AC0E71,1041,New,12/21/2022,"$2,091.00","$1,861.71","$1,915.00", $1.79 , $53.29 , $1.84 , $0.05 ,
2403,A1BC0E71,746,New,12/23/2022,"$1,780.00","$1,374.17","$1,530.00", $1.84 , $155.83 , $2.05 , $0.21 ,
2324,B2CC0E71,1097,New,12/29/2022,"$2,102.00","$1,854.00","$1,945.00", $1.69 , $91.00 , $1.77 , $0.08 ,
2205,A1BC0E71,746,Renewal,12/30/2022,"$1,730.00","$1,687.50","$1,913.00", $2.26 , $225.50 , $2.56 , $0.30 ,
2521,A1DC0E71,834,Renewal,12/31/2022,"$1,782.00","$1,356.33","$1,620.00", $1.63 , $263.67 , $1.94 , $0.32 ,
1106,A1CC0E71,815,New,12/31/2022,"$1,792.00","$1,804.00","$1,600.00", $2.21 , $(204.00), $1.96 , $(0.25),
2309,A1BC0E71,746,New,1/3/2023,"$1,780.00","$1,614.42","$1,540.00", $2.16 , $(74.42), $2.06 , $(0.10),
1401,B2AC0E71,1041,New,1/5/2023,"$2,091.00","$1,647.46","$1,995.00", $1.58 , $347.54 , $1.92 , $0.33 ,
1003,A1BC0E71,746,New,1/7/2023,"$1,780.00","$1,333.94","$1,565.00", $1.79 , $231.06 , $2.10 , $0.31 ,
2111,A1EC0E71,858,New,1/7/2023,"$1,947.00","$1,880.00","$1,745.00", $2.19 , $(135.00), $2.03 , $(0.16),
2414,B2CC0E71,1097,New,1/10/2023,"$2,182.00","$1,746.33","$1,955.00", $1.59 , $208.67 , $1.78 , $0.19 ,
2323,A1FC0E71,870,New,1/11/2023,"$1,894.00","$1,680.00","$1,705.00", $1.93 , $25.00 , $1.96 , $0.03 ,
2514,B2CC0E71,1097,New,1/11/2023,"$2,182.00","$1,929.23","$1,975.00", $1.76 , $45.77 , $1.80 , $0.04 ,
2426,B2EC0E71,1132,Renewal,1/12/2023,"$2,152.00","$1,980.00","$2,248.00", $1.75 , $268.00 , $1.99 , $0.24 ,
1202,B2AC0E71,1041,New,1/14/2023,"$2,091.00","$1,900.00","$1,900.00", $1.83 , $-   , $1.83 , $-   ,
2107,A1AC0E71,732,New,1/20/2023,"$1,842.00","$1,775.00","$1,600.00", $2.42 , $(175.00), $2.19 , $(0.24),
1305,A1BC0E71,746,New,1/24/2023,"$1,780.00","$1,590.00","$1,580.00", $2.13 , $(10.00), $2.12 , $(0.01),
1324,B2HC0E71,1201,New,2/1/2023,"$2,487.00","$1,844.62","$2,045.00", $1.54 , $200.38 , $1.70 , $0.17 ,
2223,A1CC0E71,815,New,2/3/2023,"$1,792.00","$1,555.67","$1,620.00", $1.91 , $64.33 , $1.99 , $0.08 ,
2308,B2BC0E71,1087,Renewal,2/16/2023,"$2,117.00","$1,910.50","$2,459.00", $1.76 , $548.50 , $2.26 , $0.50 ,
2321,A1DC0E71,834,New,2/17/2023,"$1,832.00","$1,561.35","$1,485.00", $1.87 , $(76.35), $1.78 , $(0.09),
2211,B2HC0E71,1201,New,2/22/2023,"$2,467.00","$1,995.00","$1,995.00", $1.66 , $-   , $1.66 , $-   ,
2406,B2CC0E71,1097,New,3/3/2023,"$2,182.00","$1,907.73","$1,940.00", $1.74 , $32.27 , $1.77 , $0.03 ,
2513,B2CC0E71,1097,New,3/3/2023,"$2,152.00","$2,094.00","$1,905.00", $1.91 , $(189.00), $1.74 , $(0.17),
2313,B2CC0E71,1097,New,3/10/2023,"$2,152.00","$1,699.71","$1,945.00", $1.55 , $245.29 , $1.77 , $0.22 ,
2523,A1FC0E71,870,New,3/16/2023,"$1,894.00","$1,674.75","$1,745.00", $1.93 , $70.25 , $2.01 , $0.08 ,
1512,B2HC0E71,1201,Renewal,3/18/2023,"$2,467.00","$2,425.00","$2,565.00", $2.02 , $140.00 , $2.14 , $0.12 ,
1410,B2BC0E71,1087,Renewal,4/1/2023,"$2,117.00","$1,786.50","$2,157.00", $1.64 , $370.50 , $1.98 , $0.34 ,
2508,B2BC0E71,1087,New,4/7/2023,"$2,197.00","$1,662.69","$1,930.00", $1.53 , $267.31 , $1.78 , $0.25 ,
1320,B2GC0E71,1153,New,4/7/2023,"$2,442.00","$2,040.00","$1,975.00", $1.77 , $(65.00), $1.71 , $(0.06),
2520,B2DC0E71,1109,New,4/11/2023,"$2,227.00","$2,150.00","$2,095.00", $1.94 , $(55.00), $1.89 , $(0.05),
1111,A1BC0E71,746,New,4/15/2023,"$1,730.00","$1,730.00","$1,730.00", $2.32 , $-   , $2.32 , $-   ,
1105,A1BC0E71,746,Renewal,5/10/2023,"$1,730.00","$1,511.67","$1,765.00", $2.03 , $253.33 , $2.37 , $0.34 ,
1403,A1BC0E71,746,New,5/13/2023,"$1,780.00","$1,523.00","$1,590.00", $2.04 , $67.00 , $2.13 , $0.09 ,
2101,B2AC0E71,1041,New,5/18/2023,"$2,091.00","$1,925.00","$1,870.00", $1.85 , $(55.00), $1.80 , $(0.05),
1325,B2AC0E71,1041,New,5/19/2023,"$2,131.00","$1,846.19","$1,945.00", $1.77 , $98.81 , $1.87 , $0.09 ,
1418,B2JC0E71,1479,Renewal,6/1/2023,"$2,612.00","$2,355.83","$2,999.00", $1.59 , $643.17 , $2.03 , $0.43 ,
1321,A1FC0E71,870,New,6/1/2023,"$1,884.00","$1,630.00","$1,550.00", $1.87 , $(80.00), $1.78 , $(0.09),
1102,B2AC0E71,1041,Renewal,6/1/2023,"$2,041.00","$1,972.00","$1,886.00", $1.89 , $(86.00), $1.81 , $(0.08),
2413,B2CC0E71,1097,New,6/3/2023,"$2,152.00","$2,311.00","$1,975.00", $2.11 , $(336.00), $1.80 , $(0.31),
1404,B2HC0E71,1201,New,6/3/2023,"$2,352.00","$2,256.00","$1,960.00", $1.88 , $(296.00), $1.63 , $(0.25),
1110,B2BC0E71,1087,Renewal,6/9/2023,"$2,117.00","$1,947.92","$2,125.00", $1.79 , $177.08 , $1.95 , $0.16 ,
2218,B2EC0E71,1132,New,6/9/2023,"$2,202.00","$1,836.92","$1,925.00", $1.62 , $88.08 , $1.70 , $0.08 ,
1209,A1BC0E71,746,Renewal,6/10/2023,"$1,780.00","$1,649.00","$1,750.00", $2.21 , $101.00 , $2.35 , $0.14 ,
2314,B2CC0E71,1097,New,6/13/2023,"$2,202.00","$1,969.00","$1,985.00", $1.79 , $16.00 , $1.81 , $0.01 ,
1206,A1FC0E71,870,New,6/16/2023,"$1,894.00","$1,852.00","$1,579.00", $2.13 , $(273.00), $1.81 , $(0.31),
2307,A1AC0E71,732,New,6/16/2023,"$1,842.00","$1,256.54","$1,513.00", $1.72 , $256.46 , $2.07 , $0.35 ,
1224,B2IC0E71,1207,New,6/16/2023,"$2,372.00","$2,230.00","$2,045.00", $1.85 , $(185.00), $1.69 , $(0.15),
2405,A1BC0E71,746,New,6/17/2023,"$1,780.00","$1,649.00","$1,495.00", $2.21 , $(154.00), $2.00 , $(0.21),
1522,B2DC0E71,1109,New,6/20/2023,"$2,247.00","$2,110.00","$2,050.00", $1.90 , $(60.00), $1.85 , $(0.05),
1208,B2BC0E71,1087,Renewal,6/21/2023,"$2,167.00","$1,980.00","$2,124.00", $1.82 , $144.00 , $1.95 , $0.13 ,
1421,A1FC0E71,870,New,6/23/2023,"$1,884.00","$1,813.00","$1,575.00", $2.08 , $(238.00), $1.81 , $(0.27),
2303,A1BC0E71,746,New,6/24/2023,"$1,730.00","$1,511.42","$1,445.00", $2.03 , $(66.42), $1.94 , $(0.09),
2103,A1BC0E71,746,Renewal,6/25/2023,"$1,845.00","$1,625.00","$1,706.00", $2.18 , $81.00 , $2.29 , $0.11 ,
1222,A1BC0E71,746,New,6/28/2023,"$1,850.00","$1,669.00","$1,565.00", $2.24 , $(104.00), $2.10 , $(0.14),
2412,A1BC0E71,746,New,7/1/2023,"$1,860.00","$1,679.00","$1,530.00", $2.25 , $(149.00), $2.05 , $(0.20),
2312,A1BC0E71,746,Renewal,7/3/2023,"$1,780.00","$1,522.15","$1,731.00", $2.04 , $208.85 , $2.32 , $0.28 ,
2422,A1BC0E71,746,Renewal,7/5/2023,"$1,830.00","$1,649.00","$1,733.00", $2.21 , $84.00 , $2.32 , $0.11 ,
2109,A1BC0E71,732,New,7/5/2023,"$1,895.00","$1,500.00","$1,630.00", $2.05 , $130.00 , $2.23 , $0.18 ,
1523,B2BC0E71,1087,New,7/7/2023,"$2,257.00","$1,995.00","$1,910.00", $1.84 , $(85.00), $1.76 , $(0.08),
2305,A1BC0E71,746,New,7/10/2023,"$1,830.00","$1,472.59","$1,615.00", $1.97 , $142.41 , $2.16 , $0.19 ,
2408,B2BC0E71,1087,New,7/12/2023,"$2,247.00","$1,952.50","$2,040.00", $1.80 , $87.50 , $1.88 , $0.08 ,
2208,B2BC0E71,1087,New,7/12/2023,"$2,232.00","$2,124.00","$1,945.00", $1.95 , $(179.00), $1.79 , $(0.16),
2326,B2EC0E71,1132,Renewal,7/12/2023,"$2,202.00","$2,152.00","$2,152.00", $1.90 , $-   , $1.90 , $-   ,
1311,A1BC0E71,746,New,7/14/2023,"$1,780.00","$1,523.00","$1,490.00", $2.04 , $(33.00), $2.00 , $(0.04),
